iter	RMSE
120	0.00339847649
121	0.003393313973
122	0.003380417515
123	0.003371858264
124	0.003362150657
125	0.003357270206
126	0.003342330057
127	0.003328735938
128	0.003325128868
129	0.003307029599
130	0.003303459761
131	0.003285948838
132	0.003276986062
133	0.003258212596
134	0.0032388279
135	0.003220531575
136	0.003209450007
137	0.003206596198
138	0.003193357786
139	0.003186397462
140	0.003180398218
141	0.003166195519
142	0.003157361899
143	0.00315182744
144	0.003141330557
145	0.00312709054
146	0.003124058693
147	0.003114570607
148	0.003107758458
149	0.003103162188
150	0.00309009595
151	0.003075729954
152	0.003055661924
153	0.003048932246
154	0.003029608847
155	0.003026133582
156	0.003012175115
157	0.003004189738
158	0.002984895554
159	0.002983580458
160	0.002970922694
161	0.002952780398
162	0.002943060027
163	0.002937726519
164	0.00292751597
165	0.002914226936
166	0.002902448862
167	0.002898022338
168	0.002895514594
169	0.002887738212
170	0.002881002622
171	0.002874017091
172	0.002858738091
173	0.002844067812
174	0.002839667304
175	0.002827986124
176	0.002825963065
177	0.002813395755
178	0.002807366036
179	0.002793680863
180	0.002787559799
181	0.002784138128
182	0.002781993488
183	0.002775416103
184	0.002767263398
185	0.002750768805
186	0.00274839639
187	0.002738388972
188	0.002723787471
189	0.00271346136
190	0.002700294071
191	0.002688714445
192	0.00268467106
193	0.002676716792
194	0.002673200489
195	0.00267068
196	0.002664175916
197	0.002650715631
198	0.002649717365
199	0.002640671975
200	0.002631809598
201	0.002625357884
202	0.002621531145
203	0.002607692404
204	0.00259845818
205	0.00259424564
206	0.002591761482
207	0.002586730338
208	0.002577860694
209	0.002569254894
210	0.002559118677
211	0.002557164509
212	0.002549431783
213	0.002540998955
214	0.00253421198
215	0.002532011718
216	0.002520178799
217	0.002519317824
218	0.00250932439
219	0.002506016469
220	0.002502460672
221	0.00249554833
222	0.002490178727
223	0.002488317089
224	0.002479940254
225	0.002477619484
226	0.002466785653
227	0.002464873357
228	0.002458675002
229	0.002454346368
230	0.002443439092
231	0.002433615348
232	0.002423166245
233	0.002415823282
234	0.002408411608
235	0.002406805396
236	0.002402558609
237	0.002400399314
238	0.002392466747
239	0.002384116258
240	0.002382587963
241	0.002376006889
242	0.002367395698
243	0.002363227146
244	0.00236251319
245	0.002357041285
246	0.002355199667
247	0.002346641701
248	0.002343225455
249	0.002341375859
250	0.002336037413
251	0.002328201645
252	0.002321819944
253	0.002316432048
254	0.002313970909
255	0.002309886236
256	0.00230412791
257	0.002296551067
258	0.002292479554
259	0.002288653907
260	0.002283356984
261	0.002280164726
262	0.002270681228
263	0.002260293196
264	0.002256554026
265	0.002255847113
266	0.002249012052
267	0.002246239569
268	0.002242474532
269	0.002241435944
270	0.002236691629
271	0.002234064336
272	0.002232429539
273	0.002228277033
274	0.002223337681
275	0.002222017345
276	0.002216070547
277	0.002207674623
278	0.002198893335
279	0.00219468543
280	0.002191995349
281	0.002186743789
282	0.002185460863
283	0.002182514316
284	0.00217827532
285	0.002176138046
286	0.002175568191
287	0.002173774996
288	0.002169059513
289	0.002162654088
290	0.002161513281
291	0.002153869103
292	0.002150812649
293	0.002146918503
294	0.00214447612
295	0.0021432305
296	0.00213915901
297	0.0021344602
298	0.002132703875
299	0.002128707596
300	0.002123825384
301	0.002121027809
302	0.002118760898
303	0.002114099304
304	0.002107393389
305	0.002102903777
306	0.002100587173
307	0.002097573562
308	0.002095463028
309	0.002093267257
310	0.002092605683
311	0.002083947014
312	0.002081543166
313	0.002079922913
314	0.002077963185
315	0.002074374576
316	0.00206897625
317	0.0020653192
318	0.002061835824
319	0.00205561101
320	0.002048443336
321	0.002044509412
322	0.002041434596
323	0.002038170757
324	0.002036967366
325	0.002035150816
326	0.002034667975
327	0.002030689118
328	0.002025892532
329	0.002023826671
330	0.002021116568
331	0.002019859262
332	0.002016255661
333	0.00201281938
334	0.002009162356
335	0.002003430033
336	0.001999865207
337	0.001998896929
338	0.001998107201
339	0.001995583102
340	0.001991076949
341	0.001989779214
342	0.001988295454
343	0.001984019195
344	0.001981147831
345	0.001979091439
346	0.001976069296
347	0.001969591763
348	0.001966888427
349	0.001965015066
350	0.001963041089
351	0.001962443007
352	0.001961474924
353	0.001959525733
354	0.001957249064
355	0.001955833978
356	0.001949683746
357	0.001947245914
358	0.001944614979
359	0.001941967319
360	0.001938506864
361	0.001933809404
362	0.001933178595
363	0.001927380606
364	0.001925490645
365	0.00192325941
366	0.001921966495
367	0.001919224089
368	0.001918004197
369	0.001917026913
370	0.001916609366
371	0.001910411246
372	0.001908236067
373	0.001904459572
374	0.001903472969
375	0.001901759565
376	0.00189754661
377	0.001896137877
378	0.001893887177
379	0.001889704197
380	0.001888977743
381	0.001887753059
382	0.001886877708
383	0.001882854958
384	0.001879954665
385	0.001879109159
386	0.0018774386
387	0.001875412417
388	0.001873618535
389	0.001873021703
390	0.001871183806
391	0.00186736239
392	0.001865334919
393	0.001862633806
394	0.001859559123
395	0.00185843049
396	0.001857639481
397	0.001856063475
398	0.001853799449
399	0.001851978018
400	0.001851541852
401	0.001850331698
402	0.001848386857
403	0.001847145128
404	0.001845686866
405	0.00184189305
406	0.001840660061
407	0.001839737223
408	0.001834684332
409	0.001833895876
410	0.001831269733
411	0.001829774252
412	0.001826207883
413	0.001824623397
414	0.001823236873
415	0.00182211864
416	0.001821593473
417	0.001817883623
418	0.001815841848
419	0.001812720474
420	0.001809886897
421	0.001808296265
422	0.001807736762
423	0.001807336577
424	0.001806246829
425	0.001804120092
426	0.001802114731
427	0.001801203003
428	0.001799788791
429	0.001799131803
430	0.0017972757
431	0.001795397967
432	0.001794340957
433	0.001793246097
434	0.001790496396
435	0.001789257354
436	0.00178866312
437	0.001784062503
438	0.001783151032
439	0.001781637646
440	0.001780583762
441	0.001777132137
442	0.001775659281
443	0.001772787677
444	0.001770223633
445	0.001769229669
446	0.001768183733
447	0.001764923755
448	0.00176308782
449	0.001762380782
450	0.001760863036
451	0.001760395935
452	0.001759836525
453	0.001758549206
454	0.001758100192
455	0.001757318308
456	0.001754797789
457	0.001753347216
458	0.001752675805
459	0.001750263853
460	0.001749863238
461	0.001748971672
462	0.001746672331
463	0.001745732826
464	0.001743425919
465	0.001743118289
466	0.001742461749
467	0.001740495759
468	0.001740027802
469	0.001739739233
470	0.001738638696
471	0.001737268128
472	0.00173444858
473	0.001732646709
474	0.001730713253
475	0.001729590727
476	0.00172886579
477	0.001727662013
478	0.001725343957
479	0.001724587358
480	0.001723948203
481	0.00172268183
482	0.001721205545
483	0.001719875218
484	0.001719013355
485	0.001718518565
486	0.001718243462
487	0.001717250875
488	0.001716883157
489	0.001715429036
490	0.001714486833
491	0.001713626742
492	0.001713278957
493	0.001712565109
494	0.001711635179
495	0.001710897483
496	0.001710260246
497	0.001709494475
498	0.001706320956
499	0.001704244812
500	0.001702052067
501	0.001699758585
502	0.001696741468
503	0.001695396924
504	0.001694764324
505	0.001694260983
506	0.001693631829
507	0.001692343205
508	0.001691672155
509	0.001690461953
510	0.001689295134
511	0.001687185393
512	0.001686408554
513	0.001684828207
514	0.001684278458
515	0.001683791816
516	0.001682744826
517	0.001680283656
518	0.001679839989
519	0.001679530338
520	0.001677735375
521	0.001677271671
522	0.001676887301
523	0.001676464315
524	0.001675682045
525	0.001674833851
526	0.001674492339
527	0.001672913563
528	0.001671031585
529	0.001670463806
530	0.00166935043
531	0.001668969492
532	0.001666750805
533	0.001666086269
534	0.001664940912
535	0.001664217589
536	0.001662530627
537	0.001661700029
538	0.001660876568
539	0.001660523203
540	0.001658812038
541	0.001656753577
542	0.001655944613
543	0.001654900272
544	0.001654616478
545	0.001653146493
546	0.00165181342
547	0.001651288691
548	0.001650649548
549	0.001650081923
550	0.001649487552
551	0.001647979034
552	0.001647194176
553	0.001646746527
554	0.001646079573
555	0.001645121527
556	0.001643522076
557	0.001643012083
558	0.001641515264
559	0.001640666327
560	0.001640107775
561	0.001639842044
562	0.001638978031
563	0.001638397673
564	0.001638090412
565	0.001637252841
566	0.001635652724
567	0.001635322465
568	0.001634559229
569	0.001634163762
570	0.0016333777
571	0.001632803159
572	0.001632503887
573	0.001631854558
574	0.001630873378
575	0.001629054559
576	0.001627923777
577	0.001626658323
578	0.001626144924
579	0.001624756752
580	0.001624007317
581	0.001623739903
582	0.001623248043
583	0.001622493465
584	0.001621761875
585	0.001621151292
586	0.001619900402
587	0.001618973422
588	0.001618509794
589	0.001617019689
590	0.001616383713
591	0.001616037324
592	0.001615123444
593	0.001614552556
594	0.001613766472
595	0.001612705418
596	0.001610857015
597	0.001610325658
598	0.001610076663
599	0.001609597283
600	0.001608675611
601	0.00160833634
602	0.0016077001
603	0.00160746064
604	0.001607122617
605	0.001606858863
606	0.001606603635
607	0.001606147109
608	0.001605662852
609	0.001605253587
610	0.001604817349
611	0.001603844983
612	0.001603181329
613	0.00160291964
614	0.001601338867
615	0.001600021408
616	0.001599326675
617	0.001599099085
618	0.001598802539
619	0.001598037179
620	0.001597642361
621	0.001596308409
622	0.001595047367
623	0.001593369778
624	0.001592247936
625	0.001591740389
626	0.001590820905
627	0.001589712253
628	0.001589183305
629	0.001588900637
630	0.00158862882
631	0.001587524606
632	0.001586914279
633	0.001585770417
634	0.001585233581
635	0.001584226758
636	0.001583473319
637	0.00158271797
638	0.001582561363
639	0.001581990623
640	0.001581532203
641	0.001581325206
642	0.001580392213
643	0.001579995885
644	0.001578721563
645	0.001577517442
646	0.00157724181
647	0.00157698147
648	0.001576520303
649	0.00157592309
650	0.00157493373
651	0.001574322106
652	0.001573806433
653	0.001573330388
654	0.001572827073
655	0.001571629138
656	0.001571284259
657	0.00157007597
658	0.001569497023
659	0.001568531555
660	0.001568010566
661	0.001567006764
662	0.001566489008
663	0.001566048308
664	0.001564340916
665	0.001563635217
666	0.001563261598
667	0.001562777704
668	0.001561959623
669	0.00156162168
670	0.001561427778
671	0.001560957819
672	0.001560745098
673	0.001559843899
674	0.001559359217
675	0.001558393058
676	0.001557541577
677	0.00155709472
678	0.00155628096
679	0.001555412957
680	0.001554627936
681	0.001553911458
682	0.001553712117
683	0.001553184615
684	0.001552836571
685	0.00155214666
686	0.001551904251
687	0.001550940681
688	0.001550623771
689	0.001549385666
690	0.001549176418
691	0.001548859678
692	0.001548565117
693	0.00154834615
694	0.001548166752
695	0.00154781612
696	0.001547297312
697	0.001547090301
698	0.001546684016
699	0.001546185574
700	0.001545505309
701	0.00154489575
702	0.001544602841
703	0.0015442853
704	0.001543974232
705	0.001543252769
706	0.00154296433
707	0.001542784159
708	0.001541875426
709	0.001540961787
710	0.001540208394
711	0.001540026776
712	0.001539851804
713	0.001539495473
714	0.001539107055
715	0.001538835054
716	0.00153776003
717	0.001537449768
718	0.001537288332
719	0.001537109616
720	0.001536847143
721	0.001536489488
722	0.001535919369
723	0.001535162362
724	0.001534752778
725	0.001534482345
726	0.001532797238
727	0.001531831564
728	0.001530983619
729	0.001530311518
730	0.001529806704
731	0.001529112058
732	0.001528751815
733	0.00152851713
734	0.001527868593
735	0.001527646132
736	0.001526961286
737	0.001526576253
738	0.001526055022
739	0.001525486473
740	0.001525309128
741	0.001524902144
742	0.001524418344
743	0.001524144154
744	0.001523787499
745	0.001523267976
746	0.001522849238
747	0.001522478745
748	0.001522048322
749	0.001521724597
750	0.001521094271
751	0.001520804065
752	0.001520066547
753	0.001519840376
754	0.001519311421
755	0.00151894209
756	0.001518568906
757	0.001517974475
758	0.001517727069
759	0.001517439859
760	0.001517144653
761	0.001516741335
762	0.001516485858
763	0.001515731422
764	0.001515320872
765	0.001514854199
766	0.00151394797
767	0.001513761005
768	0.001513446247
769	0.001512779155
770	0.001512239438
771	0.001512033399
772	0.001511745981
773	0.001511138793
774	0.00151077497
775	0.001510307525
776	0.001509086138
777	0.001508765724
778	0.001508144561
779	0.001507898206
780	0.001507197067
781	0.001506661704
782	0.001506209668
783	0.001506009056
784	0.001505571957
785	0.001505221295
786	0.001505058853
787	0.001504325505
788	0.001504038943
789	0.001503863713
790	0.001503368465
791	0.001501972488
792	0.001501793792
793	0.001501337449
794	0.001500882531
795	0.001500438897
796	0.001500014867
797	0.001499786426
798	0.00149933824
799	0.001498731394
800	0.001498296544
801	0.001497903133
802	0.001497517021
803	0.001497148266
804	0.001496831694
805	0.001496596924
806	0.001496155336
807	0.001495831476
808	0.001495310242
809	0.001494933858
810	0.001494695364
811	0.001494090434
812	0.001493694716
813	0.001493261921
814	0.001492979826
815	0.001492715563
816	0.001492391179
817	0.001491711759
818	0.001491260306
819	0.001491106849
820	0.001490847823
821	0.001490449158
822	0.00149027686
823	0.001489910666
824	0.001489752667
825	0.001489476959
826	0.001488473064
827	0.001487374074
828	0.001486764891
829	0.001486194524
830	0.00148583702
831	0.001484850855
832	0.00148458434
833	0.001484427191
834	0.001484097923
835	0.0014838329
836	0.001483119112
837	0.001482928312
838	0.001482649262
839	0.00148199458
840	0.001481713741
841	0.001481431529
842	0.001480979648
843	0.001480778379
844	0.001480459619
845	0.001480195323
846	0.001479924438
847	0.001479801201
848	0.001479485667
849	0.001479173588
850	0.00147888862
851	0.00147839452
852	0.001478049385
853	0.001477865053
854	0.001477478503
855	0.001477168271
856	0.001476834212
857	0.001476002084
858	0.001475679044
859	0.001475207626
860	0.001475001599
861	0.001474662411
862	0.001474532109
863	0.001474062443
864	0.001473818088
865	0.001473583266
866	0.001473165366
867	0.001472849192
868	0.001472286005
869	0.001471753153
870	0.001471460815
871	0.001471296486
872	0.001471002646
873	0.001470744489
874	0.001470223239
875	0.001469774238
876	0.001469346276
877	0.001469113572
878	0.001468884856
879	0.001468587991
880	0.001468213858
881	0.00146801538
882	0.001467695583
883	0.001467401982
884	0.001466879976
885	0.001466712972
886	0.001466462532
887	0.001466309971
888	0.001466019846
889	0.001465747606
890	0.001465390515
891	0.001465234365
892	0.001464877162
893	0.001464748194
894	0.001464358596
895	0.001463952431
896	0.001463655514
897	0.001463051492
898	0.001462632537
899	0.001462473578
900	0.001462222169
901	0.001461841935
902	0.001461422465
903	0.001461178424
904	0.001460922738
905	0.00146079824
906	0.00146042197
907	0.001460207853
908	0.001459877204
909	0.001459559089
910	0.001459170742
911	0.001458975314
912	0.001458795967
913	0.001458476029
914	0.001457890906
915	0.001457456534
916	0.001457035889
917	0.001456744068
918	0.001456455923
919	0.001456154352
920	0.00145588227
921	0.001455593946
922	0.001455413771
923	0.001455200768
924	0.001455045118
925	0.00145481895
926	0.001454705515
927	0.001454398232
928	0.001453663268
929	0.001452872669
930	0.00145266208
931	0.001452333868
932	0.001452207452
933	0.001452004628
934	0.001451738476
935	0.001451425083
936	0.001451259039
937	0.001451044628
938	0.001450912113
939	0.001450776336
940	0.001450549899
941	0.001450297265
942	0.001449599389
943	0.001449220894
944	0.001448975969
945	0.001448846244
946	0.001448497951
947	0.001448264307
948	0.001447984487
949	0.00144766181
950	0.001447271461
951	0.001447124841
952	0.001446852797
953	0.001446472166
954	0.001446151093
955	0.001445860934
956	0.001445654172
957	0.001445254147
958	0.001445020326
959	0.001444742406
960	0.001444498912
961	0.001444358858
962	0.001444183319
963	0.001443922783
964	0.001443708237
965	0.001443190505
966	0.001442738604
967	0.001442615695
968	0.001442239279
969	0.001442051906
970	0.001441767385
971	0.00144159268
972	0.001441325218
973	0.001441179424
974	0.001440704444
975	0.001440575737
976	0.001440010921
977	0.00143966882
978	0.001439350512
979	0.001439210631
980	0.001439067804
981	0.001438882036
